"journal_name","best_quartile","sjr_rank","sjr_index","h_index","citescore","country","oa","publisher"
"Cirugia Cardiovascular","Q4","16097","0.150","10","0.60","Spain","1","Elsevier"
"Cirugia espanola","Q3","13772","0.250","27","1.30","Spain","0","Elsevier Espana Slu"
"Cirugía Española (English Edition)","UNRANKED","","","","","","",""
"Cirugia Pediatrica","UNRANKED","","","","","","",""
"Cirugia pediatrica : organo oficial de la Sociedad Espanola de Cirugia Pediatrica","UNRANKED","","","","","","",""
"Cirugía Plástica Ibero-Latinoamericana","UNRANKED","","","","","","",""
"Cirugia y Cirujanos","Q4","15820","0.162","18","0.70","Mexico","1","Mexican Acad Surgery"
"Cities","Q1","1544","1.718","114","10.40","United Kingdom","0","Elsevier Sci Ltd"
"Cities (London, England)","UNRANKED","","","","","","",""
"Cities & Health","UNRANKED","","","","","","",""
"Cities &amp; Health","UNRANKED","","","","","","",""
"Cities and Health","UNRANKED","","","","","","",""
"Cities and Mega-Cities","UNRANKED","","","","","","",""
"Cities Health","UNRANKED","","","","","","",""
"Cities Without Capitalism","UNRANKED","","","","","","",""
"Cities, Capitalism and the Politics of Sensibilities","UNRANKED","","","","","","",""
"Cities, crowding, and coronavirus: predicting contagion risk hotspots","UNRANKED","","","","","","",""
"CITISIA - IEEE Conf. Innov. Technol. Intell. Syst. Ind. Appl., Proc.","UNRANKED","","","","","","",""
"Citizen science : theory and practice","UNRANKED","","","","","","",""
"Citizen Science: Theory and Practice","UNRANKED","","","","","","",""
"Citizenship and Religion","UNRANKED","","","","","","",""
"Citizenship Studies","Q1","6743","0.664","66","2.70","United Kingdom","0","Routledge Journals"
"Citizenship Teaching and Learning","UNRANKED","","","","","","",""
"CITplus","UNRANKED","","","","","","",""
"City","UNRANKED","","","","","","",""
"City &amp; Community","UNRANKED","","","","","","",""
"City &amp; Society","UNRANKED","","","","","","",""
"City and Environment Interactions","UNRANKED","","","","","","",""
"City and Soc.","UNRANKED","","","","","","",""
"City Commun.","UNRANKED","","","","","","",""
"City Cult. Soc.","UNRANKED","","","","","","",""
"City Diplomacy","UNRANKED","","","","","","",""
"City in Need: Urban Resilience and City Management in Disruptive Disease Outbreak Events","UNRANKED","","","","","","",""
"City Soc (Wash)","UNRANKED","","","","","","",""
"City Territ Archit","UNRANKED","","","","","","",""
"City, Culture and Society","UNRANKED","","","","","","",""
"City, Territory and Architecture","UNRANKED","","","","","","",""
"Cityscape","UNRANKED","","","","","","",""
"Ciudad Paz-Ando","UNRANKED","","","","","","",""
"Ciudad y Territorio Estudios Territoriales","Q2","13080","0.281","8","1.00","Spain","1",""
"CIVED (Journal of Civil Engineering and Vocational Education)","UNRANKED","","","","","","",""
"Civil and Environmental Science Journal (CIVENSE)","UNRANKED","","","","","","",""
"Civil Aviation and the Globalization of the Cold War","UNRANKED","","","","","","",""
"Civil Engineering","UNRANKED","","","","","","",""
"Civil Engineering and Architecture","UNRANKED","","","","","","",""
"Civil Engineering Magazine Archive","UNRANKED","","","","","","",""
"Civil Szemle","UNRANKED","","","","","","",""
"Civilian Lunatic Asylums During the First World War","UNRANKED","","","","","","",""
"CJC open","UNRANKED","","","","","","",""
"CJC Pediatric and Congenital Heart Disease","UNRANKED","","","","","","",""
"CJEM","UNRANKED","","","","","","",""
"CJEM : Journal of Canadian Association of Emergency Physicians","UNRANKED","","","","","","",""
"CLA Journal","Q3","17277","0.109","5","","United States","0",""
"Cladistics","Q1","2325","1.347","100","9.00","United Kingdom","0","Wiley"
"Cladistics : the international journal of the Willi Hennig Society","UNRANKED","","","","","","",""
"Class 3 Hydrolases","UNRANKED","","","","","","",""
"Class 3.4-6 Hydrolases, Lyases, Isomerases, Ligases","UNRANKED","","","","","","",""
"Classic Papers in Critical Care","UNRANKED","","","","","","",""
"Classification, Disease and Evidence","UNRANKED","","","","","","",""
"Clays Clay Miner","UNRANKED","","","","","","",""
"CLCWeb","UNRANKED","","","","","","",""
"Clean (Weinh)","UNRANKED","","","","","","",""
"Clean Air J.","UNRANKED","","","","","","",""
"Clean Energy","UNRANKED","","","","","","",""
"Clean Eng Technol","UNRANKED","","","","","","",""
"Clean Technol Environ Policy","UNRANKED","","","","","","",""
"Clean Technologies","UNRANKED","","","","","","",""
"Cleaner and Circular Bioeconomy","UNRANKED","","","","","","",""
"Cleaner and Responsible Consumption","UNRANKED","","","","","","",""
"Cleaner Chemical Engineering","UNRANKED","","","","","","",""
"Cleaner Engineering and Technology","UNRANKED","","","","","","",""
"Cleaner Environmental Systems","UNRANKED","","","","","","",""
"Cleaner Logistics and Supply Chain","UNRANKED","","","","","","",""
"Cleaner Materials","UNRANKED","","","","","","",""
"Cleanroom Technology","UNRANKED","","","","","","",""
"Clear-Cutting Disease Control","UNRANKED","","","","","","",""
"Clearing House","UNRANKED","","","","","","",""
"Cleft Palate Craniofac J","UNRANKED","","","","","","",""
"Cleft Palate-Craniofacial Journal","Q2","8373","0.545","87","2.20","United States","0",""
"CLEI Eletronic Journal (CLEIej)","UNRANKED","","","","","","",""
"Cleve Clin J Med","UNRANKED","","","","","","",""
"Clevel. clin. j. med","UNRANKED","","","","","","",""
"Cleveland Clinic journal of medicine","Q3","9133","0.496","69","3.30","United States","1","Cleveland Clinic"
"Cli. transl. gastroenterol","UNRANKED","","","","","","",""
"Clim Action","UNRANKED","","","","","","",""
"Clim Change","UNRANKED","","","","","","",""
"Clim Dyn","UNRANKED","","","","","","",""
"Clim Risk Manag","UNRANKED","","","","","","",""
"Climacteric","Q2","5645","0.768","78","5.80","United Kingdom","0","Taylor & Francis Ltd"
"Climacteric : the journal of the International Menopause Society","UNRANKED","","","","","","",""
"Climate","Q2","5982","0.733","39","5.20","Switzerland","1","Mdpi"
"Climate Action","UNRANKED","","","","","","",""
"Climate and Development","Q1","2405","1.318","47","9.30","United Kingdom","0","Taylor & Francis Ltd"
"Climate and Energy","UNRANKED","","","","","","",""
"Climate and Environmental Change in China: 1951-2012","UNRANKED","","","","","","",""
"Climate Change Adaptation in Developed Nations","UNRANKED","","","","","","",""
"Climate Change and Environmental Sustainability","UNRANKED","","","","","","",""
"Climate Change and Health","UNRANKED","","","","","","",""
"Climate Change and Human Health Scenario in South and Southeast Asia","UNRANKED","","","","","","",""
"Climate Change Ecology","UNRANKED","","","","","","",""
"Climate Change Economics","Q2","6308","0.701","31","3.00","Singapore","0","World Scientific Publ Co Pte Ltd"
"Climate Change Management","UNRANKED","","","","","","",""
"Climate Change Research","UNRANKED","","","","","","",""
"Climate Change, Climate Science and Economics","UNRANKED","","","","","","",""
"Climate Change, Disaster Risks, and Human Security","UNRANKED","","","","","","",""
"Climate Change, Human Security and Violent Conflict","UNRANKED","","","","","","",""
"Climate dynamics","Q1","1379","1.847","181","10.20","Germany","0","Springer"
"Climate Law","Q1","9820","0.454","22","2.70","Netherlands","0","Brill"
"Climate Policy","Q1","864","2.412","77","11.90","United Kingdom","0","Taylor & Francis Ltd"
"Climate Policy (Taylor & Francis Ltd)","UNRANKED","","","","","","",""
"Climate Resilient Urban Areas","UNRANKED","","","","","","",""
"Climate Risk in Africa","UNRANKED","","","","","","",""
"Climate Services","Q2","4652","0.876","33","5.10","Netherlands","1","Elsevier"
"Climate Urbanism","UNRANKED","","","","","","",""
"Climate Vulnerability","UNRANKED","","","","","","",""
"Climatic Change","Q1","2360","1.335","209","8.50","Netherlands","0","Springer"
"Clin Adv Hematol Oncol","UNRANKED","","","","","","",""
"Clin Adv Periodontics","UNRANKED","","","","","","",""
"Clin Anat","UNRANKED","","","","","","",""
"Clin Appl Immunol Rev","UNRANKED","","","","","","",""
"Clin Appl Thromb Hemost","UNRANKED","","","","","","",""
"Clin Auton Res","UNRANKED","","","","","","",""
"Clin Biochem","UNRANKED","","","","","","",""
"Clin Biomech (Bristol, Avon)","UNRANKED","","","","","","",""
"Clin Breast Cancer","UNRANKED","","","","","","",""
"Clin Cancer Res","UNRANKED","","","","","","",""
"Clin Cardiol","UNRANKED","","","","","","",""
"Clin Case Rep","UNRANKED","","","","","","",""
"Clin Case Stud","UNRANKED","","","","","","",""
"Clin Chem","UNRANKED","","","","","","",""
"Clin Chem Lab Med","UNRANKED","","","","","","",""
"Clin Chest Med","UNRANKED","","","","","","",""
"Clin Child Fam Psychol Rev","UNRANKED","","","","","","",""
"Clin Child Psychol Psychiatry","UNRANKED","","","","","","",""
"Clin Chim Acta","UNRANKED","","","","","","",""
"Clin Colorectal Cancer","UNRANKED","","","","","","",""
"Clin Cosmet Investig Dent","UNRANKED","","","","","","",""
"Clin Cosmet Investig Dermatol","UNRANKED","","","","","","",""
"Clin Dent Rev","UNRANKED","","","","","","",""
"Clin Dermatol","UNRANKED","","","","","","",""
"Clin Dev Immunol","UNRANKED","","","","","","",""
"Clin Diabetes","UNRANKED","","","","","","",""
"Clin Diabetes Endocrinol","UNRANKED","","","","","","",""
"Clin Diagn Virol","UNRANKED","","","","","","",""
"Clin Drug Investig","UNRANKED","","","","","","",""
"Clin EEG Neurosci","UNRANKED","","","","","","",""
"Clin Endocrinol (Oxf)","UNRANKED","","","","","","",""
"Clin Endosc","UNRANKED","","","","","","",""
"Clin Epidemiol","UNRANKED","","","","","","",""
"Clin Epidemiol Glob Health","UNRANKED","","","","","","",""
"Clin Epigenetics","UNRANKED","","","","","","",""
"Clin Ethics","UNRANKED","","","","","","",""
"Clin Exp Allergy","UNRANKED","","","","","","",""
"Clin Exp Dent Res","UNRANKED","","","","","","",""
"Clin Exp Dermatol","UNRANKED","","","","","","",""
"Clin Exp Emerg Med","UNRANKED","","","","","","",""
"Clin Exp Gastroenterol","UNRANKED","","","","","","",""
"Clin Exp Hepatol","UNRANKED","","","","","","",""
"Clin Exp Hypertens","UNRANKED","","","","","","",""
"Clin Exp Immunol","UNRANKED","","","","","","",""
"Clin Exp Med","UNRANKED","","","","","","",""
"Clin Exp Metastasis","UNRANKED","","","","","","",""
"Clin Exp Nephrol","UNRANKED","","","","","","",""
"Clin Exp Neuroimmunol","UNRANKED","","","","","","",""
"Clin Exp Ophthalmol","UNRANKED","","","","","","",""
"Clin Exp Optom","UNRANKED","","","","","","",""
"Clin Exp Otorhinolaryngol","UNRANKED","","","","","","",""
"Clin Exp Pediatr","UNRANKED","","","","","","",""
"Clin Exp Pharmacol","UNRANKED","","","","","","",""
"Clin Exp Pharmacol Physiol","UNRANKED","","","","","","",""
"Clin Exp Reprod Med","UNRANKED","","","","","","",""
"Clin Exp Rheumatol","UNRANKED","","","","","","",""
"Clin Exp Vaccine Res","UNRANKED","","","","","","",""
"Clin Gastroenterol Hepatol","UNRANKED","","","","","","",""
"Clin Genet","UNRANKED","","","","","","",""
"Clin Genitourin Cancer","UNRANKED","","","","","","",""
"Clin Geriatr Med","UNRANKED","","","","","","",""
"Clin Gerontol","UNRANKED","","","","","","",""
"Clin Hematol Int","UNRANKED","","","","","","",""
"Clin Hemorheol Microcirc","UNRANKED","","","","","","",""
"Clin Hypertens","UNRANKED","","","","","","",""
"Clin Image Based Proced Distrib Collab Learn Artif Intell Combat COVID 19 Secur Priv Preserv Mach Learn (2021)","UNRANKED","","","","","","",""
"Clin Imaging","UNRANKED","","","","","","",""
"Clin Immunol","UNRANKED","","","","","","",""
"Clin Immunol Immunopathol","UNRANKED","","","","","","",""
"Clin Immunother","UNRANKED","","","","","","",""
"Clin Infect Dis","UNRANKED","","","","","","",""
"Clin Infect Pract","UNRANKED","","","","","","",""
"Clin Interv Aging","UNRANKED","","","","","","",""
"Clin Invest Ginecol Obstet","UNRANKED","","","","","","",""
"Clin Invest Med","UNRANKED","","","","","","",""
"Clin Investig","UNRANKED","","","","","","",""
"Clin Investig Arterioscler","UNRANKED","","","","","","",""
"Clin J Am Soc Nephrol","UNRANKED","","","","","","",""
"Clin J Gastroenterol","UNRANKED","","","","","","",""
"Clin J Oncol Nurs","UNRANKED","","","","","","",""
"Clin J Pain","UNRANKED","","","","","","",""
"Clin J Sport Med","UNRANKED","","","","","","",""
"Clin Kidney J","UNRANKED","","","","","","",""
"Clin Lab Haematol","UNRANKED","","","","","","",""
"Clin Lab Med","UNRANKED","","","","","","",""
"Clin Linguist Phon","UNRANKED","","","","","","",""
"Clin Liver Dis","UNRANKED","","","","","","",""
"Clin Liver Dis (Hoboken)","UNRANKED","","","","","","",""
"Clin Lung Cancer","UNRANKED","","","","","","",""
"Clin Lymphoma Myeloma Leuk","UNRANKED","","","","","","",""
"Clin Med (Lond)","UNRANKED","","","","","","",""
"Clin Med Insights Arthritis Musculoskelet Disord","UNRANKED","","","","","","",""
"Clin Med Insights Cardiol","UNRANKED","","","","","","",""
"Clin Med Insights Case Rep","UNRANKED","","","","","","",""
"Clin Med Insights Circ Respir Pulm Med","UNRANKED","","","","","","",""
"Clin Med Insights Endocrinol Diabetes","UNRANKED","","","","","","",""
"Clin Med Insights Oncol","UNRANKED","","","","","","",""
"Clin Med Insights Pediatr","UNRANKED","","","","","","",""
"Clin Med Res","UNRANKED","","","","","","",""
"Clin Microbiol Infect","UNRANKED","","","","","","",""
"Clin Microbiol Newsl","UNRANKED","","","","","","",""
"Clin Microbiol Rev","UNRANKED","","","","","","",""
"Clin Mol Allergy","UNRANKED","","","","","","",""
"Clin Mol Hepatol","UNRANKED","","","","","","",""
"Clin Nephrol","UNRANKED","","","","","","",""
"Clin Nephrol Case Stud","UNRANKED","","","","","","",""
"Clin Neurol Neurosurg","UNRANKED","","","","","","",""
"Clin Neuropharmacol","UNRANKED","","","","","","",""
"Clin Neurophysiol","UNRANKED","","","","","","",""
"Clin Neurophysiol Pract","UNRANKED","","","","","","",""
"Clin Neuropsychiatry","UNRANKED","","","","","","",""
"Clin Neuropsychol","UNRANKED","","","","","","",""
"Clin Neuroradiol","UNRANKED","","","","","","",""
"Clin Nucl Med","UNRANKED","","","","","","",""
"Clin Nurs Res","UNRANKED","","","","","","",""
"Clin Nurse Spec","UNRANKED","","","","","","",""
"Clin Nutr","UNRANKED","","","","","","",""
"Clin Nutr ESPEN","UNRANKED","","","","","","",""
"Clin Nutr Exp","UNRANKED","","","","","","",""
"Clin Nutr Open Sci","UNRANKED","","","","","","",""
"Clin Nutr Res","UNRANKED","","","","","","",""
"Clin Obes","UNRANKED","","","","","","",""
"Clin Obstet Gynecol","UNRANKED","","","","","","",""
"Clin Oncol (R Coll Radiol)","UNRANKED","","","","","","",""
"Clin Oncol Res","UNRANKED","","","","","","",""
"Clin Ophthalmol","UNRANKED","","","","","","",""
"Clin Optom (Auckl)","UNRANKED","","","","","","",""
"Clin Oral Implants Res","UNRANKED","","","","","","",""
"Clin Oral Investig","UNRANKED","","","","","","",""
"Clin Orthop Relat Res","UNRANKED","","","","","","",""
"Clin Orthop Surg","UNRANKED","","","","","","",""
"Clin Otolaryngol","UNRANKED","","","","","","",""
"Clin Otolaryngol Allied Sci","UNRANKED","","","","","","",""
"Clin Park Relat Disord","UNRANKED","","","","","","",""
"Clin Pathol","UNRANKED","","","","","","",""
"Clin Pediatr (Phila)","UNRANKED","","","","","","",""
"Clin Pediatr Emerg Med","UNRANKED","","","","","","",""
"Clin Pediatr Endocrinol","UNRANKED","","","","","","",""
"Clin Perinatol","UNRANKED","","","","","","",""
"Clin Pharmacokinet","UNRANKED","","","","","","",""
"Clin Pharmacol","UNRANKED","","","","","","",""
"Clin Pharmacol Drug Dev","UNRANKED","","","","","","",""
